7518	2319	\N	\N	\N	2	0.00	34548.54	MALI PO PO-2024-002 - Container MRSU3393628	2026-01-07 09:29:50.293688	\N
7831	2394	393	\N	\N	\N	11805.00	0.00	Journal - HADI L'SHI Credit	2026-01-08 12:08:01.147803	\N
7832	2394	395	\N	\N	\N	0.00	11490.00	Journal - OUTLET 1 CASH	2026-01-08 12:08:01.147803	\N
7833	2394	397	\N	\N	\N	0.00	315.00	Journal - KOLWEZI CASH	2026-01-08 12:08:01.147803	\N
8167	2463	6	\N	\N	\N	13880.00	0.00	Cash from POS Sales - 64 items	2026-01-09 07:50:21.302347	\N
8168	2463	152	\N	\N	\N	0.00	13880.00	Sales Revenue - 64 items	2026-01-09 07:50:21.302347	\N
8490	2530	112	\N	\N	\N	30000.00	0.00	Receipt - OUTLET 1 CASH	2026-01-10 12:24:47.883295	\N
8491	2530	1	\N	\N	\N	0.00	30000.00	Receipt - OUTLET 1 CASH	2026-01-10 12:24:47.883295	\N
8713	2598	4	\N	\N	\N	1015.00	0.00	Cash from POS Sales - 6 items	2026-01-13 11:46:45.011032	\N
3939	1238	112	\N	\N	\N	0.00	15600.00	Payment - HUSSAIN NAHLI	2025-12-05 13:48:54.989757	\N
4032	1271	46	\N	\N	\N	90000.00	0.00	Journal - TRANSFER SHABAN & HADI	2025-12-06 11:10:36.577597	\N
4033	1271	125	\N	\N	\N	0.00	30000.00	Journal - Office Charge	2025-12-06 11:10:36.577597	\N
4034	1271	116	\N	\N	\N	0.00	14000.00	Journal - Office Charge Kolwezi	2025-12-06 11:10:36.577597	\N
4035	1271	117	\N	\N	\N	0.00	21000.00	Journal - Kolwezi Savings	2025-12-06 11:10:36.577597	\N
4036	1271	178	\N	\N	\N	0.00	25000.00	Journal - Kinshasa Credit	2025-12-06 11:10:36.577597	\N
8714	2598	152	\N	\N	\N	0.00	1015.00	Sales Revenue - 6 items	2026-01-13 11:46:45.011032	\N
8929	2646	357	\N	\N	\N	22500.00	0.00	Payment - HADI L'SHI Credit	2026-01-14 16:01:29.676961	\N
8930	2646	352	\N	\N	\N	0.00	22500.00	Payment - HADI L'SHI Credit	2026-01-14 16:01:29.676961	\N
8931	2646	417	\N	\N	\N	40.00	0.00	Payment - Tax Habitat	2026-01-14 16:01:29.676961	\N
