234	60	865	7.000	88.58	620.06	2025-11-21 10:06:59.38368	66
235	60	484	4.000	48.89	195.56	2025-11-21 10:06:59.38368	66
236	60	1903	8.000	83.58	668.64	2025-11-21 10:06:59.38368	66
237	60	1905	2.000	68.58	137.16	2025-11-21 10:06:59.38368	66
238	60	1907	5.000	98.58	492.90	2025-11-21 10:06:59.38368	66
239	60	1926	3.000	238.58	715.74	2025-11-21 10:06:59.38368	66
240	60	1927	4.000	118.58	474.32	2025-11-21 10:06:59.38368	66
241	60	1929	8.000	68.58	548.64	2025-11-21 10:06:59.38368	66
242	60	1933	3.000	153.58	460.74	2025-11-21 10:06:59.38368	66
243	60	876	1.000	178.58	178.58	2025-11-21 10:06:59.38368	66
244	60	1938	3.000	123.58	370.74	2025-11-21 10:06:59.38368	66
245	60	879	2.000	158.58	317.16	2025-11-21 10:06:59.38368	66
246	60	1941	2.000	188.58	377.16	2025-11-21 10:06:59.38368	66
247	61	481	159.000	53.97	8581.23	2025-11-21 10:14:04.004607	66
248	61	1591	5.000	66.11	330.55	2025-11-21 10:14:04.004607	76
249	61	1610	12.000	61.60	739.20	2025-11-21 10:14:04.004607	76
250	61	724	23.000	56.12	1290.76	2025-11-21 10:14:04.004607	76
251	61	728	2.000	52.38	104.76	2025-11-21 10:14:04.004607	76
252	61	1616	6.000	73.86	443.16	2025-11-21 10:14:04.004607	76
253	61	171	4.000	50.80	203.20	2025-11-21 10:14:04.004607	76
254	61	1627	5.000	151.47	757.35	2025-11-21 10:14:04.004607	76
255	61	1630	2.000	88.83	177.66	2025-11-21 10:14:04.004607	76
256	61	1633	3.000	71.44	214.32	2025-11-21 10:14:04.004607	76
257	61	736	2.000	166.41	332.82	2025-11-21 10:14:04.004607	76
258	61	1651	7.000	71.39	499.73	2025-11-21 10:14:04.004607	76
259	61	1656	5.000	126.72	633.60	2025-11-21 10:14:04.004607	76
260	61	183	4.000	131.17	524.68	2025-11-21 10:14:04.004607	76
261	61	1660	6.000	81.20	487.20	2025-11-21 10:14:04.004607	76
262	61	1669	1.000	88.72	88.72	2025-11-21 10:14:04.004607	76
263	61	1891	10.000	93.58	935.80	2025-11-21 10:14:04.004607	66
264	61	109	10.000	83.82	838.20	2025-11-21 10:14:04.004607	78
265	61	50	8.000	57.12	456.96	2025-11-21 10:14:04.004607	66
266	61	85	5.000	77.49	387.45	2025-11-21 10:14:04.004607	66
267	61	100	2.000	156.05	312.10	2025-11-21 10:14:04.004607	78
268	61	102	5.000	99.99	499.95	2025-11-21 10:14:04.004607	78
269	61	113	5.000	72.39	361.95	2025-11-21 10:14:04.004607	66
270	61	122	55.000	69.86	3842.30	2025-11-21 10:14:04.004607	78
1761	228	153	7.000	331.37	2319.59	2026-01-08 10:52:00.083888	137
272	63	1477	5.000	252.88	1264.40	2025-11-21 12:55:00.485312	77
273	62	128	60.000	54.50	3270.00	2025-11-21 12:55:18.331779	78
274	62	570	1.000	302.75	302.75	2025-11-21 12:55:18.331779	77
