51	527	68	67		2025-11-18 13:29:12.875377
235	2489	135	137		2026-01-09 11:16:21.593405
49	507	64	65		2025-11-18 09:59:14.341467
53	555	67	70		2025-11-19 10:04:18.00565
54	556	66	69		2025-11-19 10:07:58.35003
104	1035	87	81		2025-12-02 06:08:56.063932
52	550	64	65		2025-11-19 06:49:43.628287
55	605	64	77		2025-11-20 11:07:28.979657
56	610	77	67		2025-11-20 11:49:18.680902
58	624	70	69		2025-11-20 12:39:47.592383
59	644	78	66		2025-11-21 07:51:44.862929
60	648	66	69		2025-11-21 10:06:59.38368
61	649	66	69		2025-11-21 10:14:04.004607
63	659	77	67		2025-11-21 12:55:00.485312
62	650	78	76		2025-11-21 10:45:31.535255
64	665	69	70		2025-11-21 13:24:50.685256
237	2516	139	138		2026-01-10 09:27:33.516358
107	1045	82	87		2025-12-02 08:43:58.510215
65	666	77	76		2025-11-21 13:35:53.65731
68	692	78	66		2025-11-22 07:47:42.178313
69	693	78	77		2025-11-22 07:49:25.749205
57	611	64	76		2025-11-20 11:49:31.172231
66	690	78	76		2025-11-22 07:47:00.916421
108	1046	82	87		2025-12-02 08:55:52.296714
67	691	78	67		2025-11-22 07:47:15.151361
70	747	66	76		2025-11-26 13:05:30.151722
71	749	76	67		2025-11-26 13:09:59.926646
239	2546	136	139	\N	2026-01-12 06:10:24.784102
241	2548	132	133		2026-01-12 06:14:56.880614
75	770	69	70		2025-11-26 17:08:26.756326
76	771	76	67		2025-11-26 17:08:44.949565
77	772	76	78		2025-11-26 17:09:06.142092
78	773	70	69		2025-11-26 17:09:28.733612
79	774	66	76		2025-11-26 17:10:12.91644
80	790	66	76		2025-11-27 06:03:56.112595
81	791	78	67		2025-11-27 06:04:20.688137
245	2593	134	135		2026-01-13 09:40:27.873755
84	840	70	69		2025-11-27 08:00:48.091375
85	852	82	85		2025-11-27 10:02:47.055865
247	2622	134	139	\N	2026-01-14 06:57:45.386726
243	2591	120	122		2026-01-13 08:06:40.591372
89	897	87	81		2025-11-28 06:25:28.08057
90	898	85	84		2025-11-28 09:15:34.783575
91	899	83	85		2025-11-28 09:16:20.832014
94	934	87	83		2025-11-29 07:09:59.750932
95	935	81	87		2025-11-29 07:10:16.978719
97	940	87	81		2025-11-29 08:07:06.597843
98	941	82	87		2025-11-29 08:19:44.823965
99	942	85	87		2025-11-29 08:23:27.348488
109	1047	82	87		2025-12-02 09:02:52.054977
101	1006	87	81		2025-12-01 07:55:38.784737
102	1007	83	85		2025-12-01 10:55:01.345294
125	1218	87	81		2025-12-05 10:23:28.912163
111	1053	87	82		2025-12-02 11:30:05.398907
112	1057	82	85		2025-12-02 12:40:28.507567
113	1086	85	84		2025-12-02 19:48:14.915128
114	1088	85	87		2025-12-03 07:22:43.630008
118	1097	85	84		2025-12-03 07:57:18.420955
119	1122	81	87		2025-12-03 10:39:53.89123
120	1179	87	81		2025-12-04 09:54:12.844087
121	1180	81	87		2025-12-04 09:54:46.275788
123	1182	85	84		2025-12-04 11:00:56.959287
126	1220	81	87		2025-12-05 11:11:29.789597
127	1264	83	85		2025-12-06 08:28:55.984801
131	1269	87	81		2025-12-06 09:06:40.761029
132	1316	87	82		2025-12-08 12:55:56.460279
134	1318	82	87		2025-12-08 12:56:50.686592
138	1343	87	81		2025-12-09 10:33:28.862703
139	1356	83	85		2025-12-09 13:30:10.020917
140	1387	83	85		2025-12-10 07:23:14.182553
142	1389	81	87		2025-12-10 07:37:58.864934
145	1395	81	87		2025-12-10 09:50:56.932667
228	2363	137	138	\N	2026-01-08 10:52:00.083888
230	2452	138	139		2026-01-09 07:21:29.190681
232	2468	137	138	\N	2026-01-09 07:54:44.887208
149	1449	83	87		2025-12-11 08:56:15.035209
234	2487	139	134		2026-01-09 11:09:17.909188
148	1445	85	84		2025-12-11 08:37:50.685543
151	1452	82	83		2025-12-11 09:56:27.960312
152	1483	83	100		2025-12-12 07:30:00.586728
236	2512	134	136		2026-01-10 06:49:13.626657
238	2545	134	129		2026-01-12 06:07:55.943784
156	1487	87	81		2025-12-12 07:46:56.612574
242	2549	134	139	\N	2026-01-12 06:15:51.611812
157	1523	82	103		2025-12-13 06:49:34.640865
240	2547	137	138		2026-01-12 06:12:21.702143
158	1524	82	100		2025-12-13 06:49:59.092064
244	2592	122	120		2026-01-13 08:49:28.033883
161	1552	103	87		2025-12-15 06:08:49.851875
162	1553	101	87		2025-12-15 06:10:04.078641
163	1554	100	82		2025-12-15 06:38:57.424506
165	1556	87	101		2025-12-15 08:20:02.608866
164	1555	82	100		2025-12-15 06:55:59.398908
246	2621	137	138	\N	2026-01-14 06:55:13.606628
248	2623	131	133		2026-01-14 06:58:34.365275
168	1591	87	101		2025-12-16 09:15:25.596099
169	1592	82	100		2025-12-16 09:18:27.763004
170	1593	101	87		2025-12-16 10:56:02.877584
250	2659	135	137		2026-01-15 09:06:57.86914
174	1625	82	100		2025-12-17 06:54:01.664319
175	1638	87	101		2025-12-17 10:49:41.587598
176	1677	100	87		2025-12-18 08:19:35.698516
180	1687	82	100		2025-12-18 10:55:37.968152
182	1716	87	101		2025-12-19 07:43:19.360469
183	1717	101	87		2025-12-19 07:43:42.199327
184	1718	100	102		2025-12-19 07:46:45.797709
186	1752	100	82		2025-12-20 10:03:20.176221
187	1774	101	87		2025-12-20 11:50:27.35286
191	1810	100	103		2025-12-22 09:17:31.748115
192	1830	101	87		2025-12-22 16:07:26.699892
194	1857	100	103		2025-12-23 08:06:19.98129
195	1858	82	100		2025-12-23 09:28:04.567724
201	1898	87	101		2025-12-24 09:15:48.688355
202	1943	87	101		2025-12-26 07:32:25.866081
203	1947	100	103		2025-12-26 11:34:18.876285
208	1978	101	102		2025-12-27 07:59:12.332287
209	1979	102	101		2025-12-27 07:59:32.66498
213	2046	101	87		2025-12-29 13:40:01.199837
214	2062	87	101		2025-12-30 11:26:27.811266
215	2063	87	82		2025-12-30 11:27:02.594614
222	2297	120	122		2026-01-05 16:06:41.340215
\.


